loan_status,total_pymnt_inv,int_rate,emp_length,title,delinq_2yrs,total_rec_int,emp_title,mths_since_recent_inq,pub_rec_bankruptcies,open_rv_24m,il_util,num_bc_tl,annual_inc,zip_code,addr_state,dti,mo_sin_old_il_acct,tot_coll_amt,open_il_24m,total_cu_tl,bc_util,mo_sin_old_rev_tl_op,earliest_cr_line,last_credit_pull_d
Paid,781.53,18.06%,10+ years,Credit card refinancing,0,449.49,Spare Part Sales Rep,2,0,3,78,7,85000,313xx,GA,24.92,130,0,4,0,99.4,98,Feb-2007,Feb-2018
Paid,371.59,12.62%,5 years,Debt consolidation,0,166.86,Partner,NA,0,0,NA,6,90000,905xx,CA,6.44,NA,0,0,0,47.1,53,Jul-2013,Feb-2018
Paid,122.52,7.35%,10+ years,Major purchase,0,22.87,Sales,23,0,3,NA,7,32000,944xx,CA,29.63,21,0,1,0,33.7,67,May-2012,Feb-2018
Paid,154.26,16.02%,< 1 year,Credit card refinancing,3,56.08,Scaffold,4,0,3,53,5,120000,785xx,TX,16.2,125,2482,1,0,52.7,104,Jul-2007,Feb-2018
Paid,753.02,6.08%,10+ years,Credit card refinancing,0,118.23,"Deputy Director, RAD&IS",13,0,0,68,10,275000,208xx,MD,17.98,129,0,1,0,13.7,470,Sep-1978,Feb-2018
Paid,901.1,14.08%,10+ years,Credit card refinancing,0,438.04,Grants Management Specialist,8,0,4,75,6,107000,606xx,IL,16.37,266,827,4,0,28.6,120,Oct-1995,Feb-2018
Paid,541.55,21.45%,10+ years,Credit card refinancing,0,246.08,police officer,13,0,1,86,3,100000,615xx,IL,22.48,154,0,2,2,99.6,161,Jul-2004,Feb-2018
Paid,601.66,6.08%,NA,Debt consolidation,0,94.57,NA,15,0,1,62,5,46000,029xx,RI,20.09,43,0,2,1,28.8,568,Aug-1970,Dec-2017
Paid,215.42,20.00%,9 years,Debt consolidation,0,93.33,Iss,4,1,6,89,11,42000,373xx,TN,38.37,143,59,5,0,32.4,46,Jan-2006,Feb-2018
Paid,257.68,7.97%,10+ years,Home improvement,0,60.22,Human Resources,15,0,0,68,4,70000,060xx,CT,22.9,134,0,2,2,98,183,Sep-2002,Dec-2017
Paid,357.83,5.32%,7 years,Credit card refinancing,0,49.65,Genius,13,0,2,77,7,50000,750xx,TX,35.12,99,0,1,0,14.6,111,Sep-2008,Feb-2018
Paid,334.35,14.08%,2 years,Credit card refinancing,0,109.51,Director of Nursing,1,0,2,77,5,125000,027xx,MA,15.66,126,171,5,2,77.5,126,Jun-2007,Feb-2018
Paid,213.69,19.03%,10+ years,Home buying,0,88.81,driver,0,0,8,77,14,86000,327xx,FL,23.54,108,0,1,0,55,343,Apr-1989,Feb-2018
Paid,612.27,6.08%,10+ years,Home buying,0,77.89,Respiratory Therapist,3,0,2,51,21,90000,600xx,IL,11.4,145,0,1,2,16.5,147,Sep-2005,Feb-2018
Paid,1144.58,6.08%,1 year,Home improvement,0,179.69,Senior Database Administrator,0,1,0,34,7,235000,602xx,IL,13.74,188,0,0,1,19.4,327,Sep-1990,Feb-2018
Paid,440.58,21.45%,10+ years,Debt consolidation,0,200.2,"Director, MASO",5,0,2,106,9,161900,300xx,GA,17.78,126,0,8,0,80.8,293,Jul-1993,Feb-2018
Paid,144.58,6.08%,10+ years,Debt consolidation,0,22.7,Teacher,4,0,1,85,13,75000,068xx,CT,24.26,100,0,2,0,16.5,423,Sep-1982,Feb-2018
Paid,348.85,13.59%,7 years,Debt consolidation,0,110.98,Senior Processing Specialist,4,0,4,122,5,38000,455xx,OH,33.58,206,1538,3,5,45,133,Oct-2000,Feb-2018
Paid,337.92,14.08%,10+ years,Debt consolidation,0,164.27,Mailhandler,0,1,4,45,14,105000,044xx,ME,11.14,278,192,3,2,35.9,273,Oct-1994,Feb-2018
Paid,491.05,10.42%,10+ years,Debt consolidation,0,124.81,Installation mechanic,13,0,2,80,5,65000,197xx,DE,26.46,166,0,3,7,43.1,271,May-1995,Feb-2018
Paid,819.44,12.62%,4 years,Credit card refinancing,0,245.39,Engineering Tech II,12,0,2,NA,3,52000,983xx,WA,9.83,161,0,0,2,49.6,175,May-2003,Feb-2018
Paid,736.32,15.05%,10+ years,Home improvement,1,254.59,Master Sergeant,NA,0,0,85,2,65000,928xx,CA,9.68,163,0,0,3,48.6,68,May-2004,Feb-2018
Paid,221.79,9.93%,10+ years,Debt consolidation,0,54.06,Compliance officer,7,1,6,84,10,43200,641xx,MO,10.51,8,0,1,1,32.2,180,Dec-2002,Feb-2018
Paid,101.56,15.05%,10+ years,Other,0,35.12,Adminstrative assistance,NA,0,3,NA,7,62000,112xx,NY,6.41,38,0,0,0,88,307,May-1992,Dec-2017
Paid,253.84,11.99%,3 years,Credit card refinancing,0,72.73,Leveraged service rep,2,0,3,79,4,70000,657xx,MO,13.3,79,0,7,3,61.3,62,May-2011,Feb-2018
Paid,351.24,9.93%,10+ years,Home improvement,0,131.3,Account Executive,NA,0,2,90,4,147000,327xx,FL,5.1,129,0,1,2,43.8,116,Mar-2007,Feb-2018
Paid,75.72,20.00%,NA,Debt consolidation,0,32.67,NA,11,0,1,38,2,10930,165xx,PA,26.26,279,0,0,0,98.5,135,Sep-1994,Feb-2018
Paid,706.37,6.08%,10+ years,Debt consolidation,0,56.37,Consultant,4,0,6,34,17,220000,787xx,TX,22.7,220,0,2,6,20.8,229,Nov-1998,Feb-2018
Paid,817.93,9.44%,2 years,Debt consolidation,0,293.69,Auditor,3,0,3,50,9,136000,088xx,NJ,6.77,58,0,1,0,6.7,209,Jul-2000,Feb-2018
Paid,506.92,9.93%,10+ years,Debt consolidation,0,123.57,Manager,6,0,2,84,9,110000,805xx,CO,22.18,131,0,4,2,17.1,139,Jun-2000,Feb-2018
Paid,455.64,28.72%,< 1 year,Major purchase,0,339.54,Electrician,0,1,1,53,4,37500,373xx,TN,21.41,120,0,2,0,16.3,70,Dec-2007,Feb-2018
Paid,123.53,7.97%,3 years,Debt consolidation,0,24.8,Production Operator,6,0,3,NA,4,25000,604xx,IL,7.06,70,0,0,0,14.4,149,Jul-2005,Feb-2018
Paid,405.63,12.62%,NA,Debt consolidation,0,163.5,NA,NA,0,0,60,3,19200,853xx,AZ,8.56,48,0,1,3,NA,298,Feb-1993,Dec-2017
Paid,539.57,28.72%,1 year,Major purchase,0,402.08,RN,2,0,3,77,8,55000,620xx,IL,23,153,0,2,3,80.2,141,Jun-2004,Feb-2018
Paid,409.02,19.03%,NA,Other,0,200.87,NA,7,0,6,80,11,67000,274xx,NC,27.83,146,445,3,7,41.5,228,Dec-1998,Feb-2018
Paid,174.69,14.08%,5 years,Debt consolidation,0,57.49,Loan Assistant II,0,0,6,43,3,47236,802xx,CO,12.07,159,0,0,0,60,161,Jul-2004,Feb-2018
Paid,179.97,6.08%,4 years,Credit card refinancing,0,28.37,Childcare,20,0,2,85,4,50000,209xx,MD,9.17,20,0,2,0,40.7,80,Apr-2011,Feb-2018
Paid,255.09,10.42%,< 1 year,Debt consolidation,0,64.84,Business account manager,1,0,5,78,8,45000,069xx,CT,13.15,112,0,2,0,69.9,120,Dec-2007,Feb-2018
Paid,782.34,7.35%,1 year,Debt consolidation,0,228.67,Vice President,5,0,0,76,9,306000,104xx,NY,0.71,163,0,4,0,23.5,205,Nov-2000,Feb-2018
Paid,183.74,12.62%,< 1 year,Debt consolidation,0,54.96,masker,12,0,10,42,9,32100,740xx,OK,21.05,56,0,0,2,54.7,56,Apr-2013,Feb-2018
Paid,238.56,5.32%,1 year,Credit card refinancing,1,33.11,Security Supervisor,20,0,3,58,12,74600,988xx,WA,25.37,146,0,0,0,22,344,Mar-1989,Feb-2018
Paid,159.48,13.59%,10+ years,Major purchase,0,50.74,Safety and Health Coordinator,8,0,1,NA,3,45000,448xx,OH,33.52,172,0,2,3,72,248,Apr-1997,Dec-2017
Paid,228.85,12.62%,< 1 year,Debt consolidation,0,68.71,Manager,1,1,6,59,7,120000,109xx,NY,25.02,161,0,3,1,16,181,Nov-2002,Feb-2018
Paid,413.23,9.93%,10+ years,Debt consolidation,0,154.47,IT Analyst,9,0,1,107,3,43872,232xx,VA,31.62,196,0,3,0,4.5,141,Aug-2001,Feb-2018
Paid,303.77,6.72%,10+ years,Home buying,0,52.27,Director,2,0,4,NA,5,125000,850xx,AZ,0.55,143,0,0,0,0.3,157,Nov-2004,Feb-2018
Paid,298.8,19.03%,10+ years,Debt consolidation,0,177.61,Packaging,13,0,0,57,3,64000,535xx,WI,28.73,169,0,3,2,101.1,208,Oct-1982,Feb-2018
Paid,1892.15,12.62%,4 years,Debt consolidation,5,136.96,Operations Manager,NA,0,0,60,8,35000,750xx,TX,26.47,104,0,1,0,84.2,472,Aug-1978,Feb-2018
Paid,306.72,9.44%,10+ years,Debt consolidation,0,110.13,Team Lead,12,0,6,NA,14,65000,952xx,CA,9.44,151,0,0,2,24.9,185,Jul-2002,Feb-2018
Paid,33.85,15.05%,NA,Home buying,0,11.7,NA,6,0,1,75,2,17774,882xx,NM,13.5,3,0,1,0,48.9,72,Dec-2011,Feb-2018
Paid,475.24,9.93%,< 1 year,Credit card refinancing,0,115.84,Completions Supervisor,9,0,1,39,20,240000,775xx,TX,17.12,144,122,3,0,64.8,403,May-1984,Feb-2018
Paid,368.86,10.42%,5 years,Debt consolidation,0,81,Branch Manager,12,1,4,67,3,60000,923xx,CA,7,117,0,1,1,42.4,48,Mar-2008,Feb-2018
Paid,396.39,7.97%,10+ years,Credit card refinancing,0,123.97,Server Admin Lead,19,0,2,86,6,111584.72,973xx,OR,9.73,164,0,3,5,36.4,154,Apr-2004,Feb-2018
Paid,216.67,15.05%,10+ years,Credit card refinancing,0,74.92,Project Manager,NA,0,3,10,5,130000,073xx,NJ,12.32,238,0,0,0,96.2,343,May-1989,Feb-2018
Paid,345.18,11.99%,1 year,Debt consolidation,1,149.21,Lead Massage therapist/regional trainer,2,0,3,73,8,98000,200xx,DC,11.77,133,0,1,3,58,369,Mar-1987,Feb-2018
Paid,792.73,10.91%,10+ years,Debt consolidation,0,168.27,Teacher,22,0,4,37,5,62000,216xx,MD,17.83,134,0,2,0,39.7,166,Feb-2004,Feb-2018
Paid,540.67,14.08%,10+ years,Credit card refinancing,1,262.83,E 7 MSgt,0,0,4,54,4,89000,199xx,DE,17.15,154,0,1,3,64.6,162,Jun-2004,Feb-2018
Paid,76.05,9.93%,10+ years,Debt consolidation,0,18.54,Clerical,13,0,0,NA,1,21000,782xx,TX,8.97,102,0,0,0,NA,68,Jun-2009,Feb-2018
Paid,440.73,9.44%,10+ years,Credit card refinancing,0,102.79,Technical Manager,23,1,6,26,25,85000,070xx,NJ,11.41,226,0,0,4,58.7,173,Feb-1999,Feb-2018
Paid,33.44,14.08%,3 years,Major purchase,0,10.95,Shippinh,6,0,3,62,3,35000,912xx,CA,19.96,45,0,1,4,NA,63,Sep-2012,Feb-2018
Paid,253.47,9.93%,10+ years,Debt consolidation,0,61.79,Polymer Lab Technican,3,0,4,NA,7,55000,280xx,NC,3.47,NA,1864,0,1,33.1,268,Aug-1995,Feb-2018
Paid,899.28,28.72%,10+ years,Debt consolidation,0,670.13,Senior Manager Provider Relations,0,1,9,123,11,94200,070xx,NJ,14.65,130,0,5,0,33.2,121,Feb-2007,Feb-2018
Paid,382.87,7.35%,3 years,Debt consolidation,0,71.46,Teacher,6,0,9,NA,8,50000,993xx,WA,21.99,76,0,1,1,23.2,42,Aug-2011,Feb-2018
Paid,347.49,17.09%,10+ years,Credit card refinancing,0,132.93,Security,5,0,1,88,3,32155,606xx,IL,31.47,381,0,2,0,80.2,113,Mar-1986,Feb-2018
Paid,316.83,9.93%,10+ years,Credit card refinancing,0,77.23,Cameraman operator,3,0,6,81,14,60000,333xx,FL,25.42,101,0,0,0,32.5,174,Jun-2003,Feb-2018
Paid,64.19,10.91%,6 years,Moving and relocation,0,16.97,Field Service Engineer,3,0,0,32,5,80500,773xx,TX,21.12,78,0,2,0,77.3,78,Jun-2011,Feb-2018
Paid,219.2,10.42%,5 years,Other,0,85.1,Research Analyst,10,0,0,73,4,120000,080xx,NJ,7.08,191,0,2,0,15.9,131,Jan-2002,Feb-2018
Paid,776.64,11.99%,10+ years,Credit card refinancing,0,335.72,Air Terminal Manager,11,0,0,72,7,125000,968xx,HI,23.01,141,0,2,10,58.2,361,Nov-1987,Feb-2018
Paid,455.64,6.72%,9 years,Debt consolidation,0,78.4,Administrative Secretary,12,0,1,36,8,61000,961xx,CA,35.35,147,0,2,4,25,87,Sep-2005,Feb-2018
Paid,269.56,10.91%,2 years,Debt consolidation,0,71.28,Solutions Engineer,8,0,3,88,2,70102,322xx,FL,13.94,75,0,3,3,24,73,Sep-2011,Feb-2018
Paid,495.87,9.93%,2 years,Debt consolidation,0,185.36,permit coordinator,5,1,1,64,3,78000,953xx,CA,33.75,121,0,2,1,8.9,125,Jun-2006,Feb-2018
Paid,473.1,15.05%,9 years,Vacation,0,163.87,Registered Nurse,0,0,3,84,22,120000,913xx,CA,29.09,138,0,3,0,62.9,141,Mar-2006,Feb-2018
Paid,314.81,9.44%,8 years,Debt consolidation,0,73.43,Senior Auditor,4,1,1,79,9,95000,305xx,GA,22.07,136,0,4,1,75.7,217,Nov-1999,Feb-2018
Paid,150.61,6.08%,4 years,Medical expenses,0,23.64,Route salesman,12,0,1,70,4,65000,221xx,VA,4.41,100,0,1,0,9.6,42,Dec-2006,Feb-2018
Paid,293.39,7.35%,5 years,Debt consolidation,0,85.75,Equity Trader,2,0,3,96,9,160000,070xx,NJ,3.63,197,0,2,1,15.7,207,Jun-2000,Feb-2018
Paid,555.07,7.97%,10+ years,Credit card refinancing,0,111.58,Mechanic,9,0,3,NA,6,75000,852xx,AZ,19.97,245,0,2,0,46.4,144,Jul-1997,Feb-2018
Paid,304.12,16.02%,2 years,Debt consolidation,0,166.88,Regional HR Manager,2,0,1,54,7,96000,338xx,FL,15.64,220,0,2,3,83.5,272,Apr-1995,Feb-2018
Paid,250.51,10.42%,3 years,Debt consolidation,0,97.25,Family Nurse Practitioner,10,0,3,97,8,90000,833xx,ID,29.91,171,0,1,4,45.1,198,Jun-2001,Feb-2018
Paid,341.19,10.42%,< 1 year,Credit card refinancing,2,86.72,President,13,0,4,71,16,100000,891xx,NV,18.78,154,187,0,1,66.5,196,Aug-2001,Feb-2018
Paid,175.94,6.08%,10+ years,Credit card refinancing,0,23.64,Sales and Marketing,3,0,3,50,16,131000,913xx,CA,24.1,152,0,4,0,45.4,342,Jun-1989,Feb-2018
Paid,185.28,7.97%,10+ years,Credit card refinancing,0,37.19,Carrier,2,0,1,76,3,75000,950xx,CA,15.06,136,0,2,2,72.6,278,Oct-1994,Feb-2018
Paid,547.44,23.88%,4 years,Business,0,371.47,Independent Associate,0,0,5,80,6,70000,913xx,CA,21.43,136,1000,2,2,83,145,Nov-2005,Feb-2018
Paid,427.37,19.03%,10+ years,Debt consolidation,0,177.61,Merchandise Superviser,0,0,0,0,2,32000,372xx,TN,7.84,14,0,0,1,103,83,Jan-2011,Feb-2018
Paid,668.69,14.08%,10+ years,Debt consolidation,0,219.03,Operations Specialist,3,0,0,25,7,48800,255xx,WV,17.9,134,0,0,2,49.4,209,Jul-2000,Feb-2018
Paid,31.69,9.93%,NA,Other,1,7.72,NA,11,0,0,63,5,22000,616xx,IL,28.81,168,0,2,2,41.7,233,Jul-1998,Feb-2018
Paid,643.45,15.05%,10+ years,Debt consolidation,0,327.76,Payroll Clerk,19,0,3,36,6,62000,166xx,PA,16.11,41,0,0,0,76.7,347,Jan-1989,Feb-2018
Paid,171.39,16.02%,4 years,Vacation,0,62.3,Office Manager,18,0,2,NA,2,54000,750xx,TX,3.27,NA,0,0,0,97.9,50,Oct-2013,Feb-2018
Paid,331.41,13.59%,10+ years,Home improvement,0,105.7,Aircraft Mechanic,5,0,5,71,14,110000,760xx,TX,16.53,152,0,7,5,54.7,130,Apr-2005,Feb-2018
Paid,137.03,9.93%,10+ years,Debt consolidation,0,33.4,Controller,NA,0,1,41,11,122400,232xx,VA,24.14,244,0,1,0,100.8,574,Feb-1970,Feb-2018
Paid,202.27,15.05%,< 1 year,Debt consolidation,0,70.23,Insurance Follow up Representative,5,0,7,43,8,40000,322xx,FL,25.44,122,0,1,0,27.7,244,Aug-1997,Feb-2018
Paid,99.68,13.59%,3 years,Debt consolidation,0,31.71,Flooring Installer,7,0,3,89,5,25000,891xx,NV,18.39,8,0,1,0,24.6,48,Dec-2013,Feb-2018
Paid,128.21,19.03%,10+ years,Debt consolidation,0,53.28,Powerplant Technician,6,1,2,91,8,97531,945xx,CA,24.41,49,0,4,0,75.8,71,Jan-2012,Feb-2018
Paid,483.92,14.08%,10+ years,Debt consolidation,0,146.67,Color Lab Manager,2,0,3,84,2,82000,377xx,TN,5.18,131,0,4,2,56.8,21,Jan-2007,Feb-2018
Paid,302.22,9.44%,2 years,Debt consolidation,0,70.49,Accounting Technician,17,0,4,89,10,48500,370xx,TN,17.72,114,0,2,0,68.7,130,Feb-2007,Feb-2018
Paid,303.77,6.72%,1 year,Debt consolidation,2,52.27,administrative assistant,6,0,8,50,11,85000,953xx,CA,25.12,105,0,1,6,18.1,178,Feb-2003,Feb-2018
Paid,1275.43,10.42%,3 years,Business,0,324.17,Sales Account Executive,4,1,5,62,9,120000,852xx,AZ,6.46,86,0,0,0,46.1,205,Nov-2000,Feb-2018
Paid,105.54,18.06%,< 1 year,Debt consolidation,0,42.14,Server,9,0,2,92,1,22000,945xx,CA,31.75,14,0,3,0,78.5,40,Aug-2014,Feb-2018
Paid,685.84,5.32%,NA,Credit card refinancing,0,95.17,NA,2,0,2,65,8,49044,660xx,KS,18.64,192,0,0,3,41.1,284,Apr-1994,Feb-2018
Paid,331.41,13.59%,3 years,Other,0,105.7,cashier,2,0,7,99,2,30000,430xx,OH,21.92,38,0,1,0,6,21,Oct-2014,Feb-2018
Paid,265.8,13.59%,2 years,Debt consolidation,0,84.56,Police officer,NA,0,2,94,7,60000,115xx,NY,7.46,29,0,1,2,86.5,82,Feb-2011,Feb-2018
Paid,401.77,10.42%,10+ years,Other,0,102.12,Registered Respiratory Therapist,3,0,2,42,8,94000,302xx,GA,25.52,194,0,5,1,57.2,230,Oct-1998,Feb-2018
Paid,937.55,16.02%,10+ years,Home improvement,0,498.4,Journeyman electrician,0,1,6,87,5,100000,600xx,IL,12.48,109,0,1,0,39.1,234,Jun-1998,Feb-2018
Paid,724.06,9.44%,10+ years,Debt consolidation,1,168.87,Owner,17,0,0,51,1,125000,913xx,CA,9.49,110,0,2,0,80.6,157,Nov-2004,Feb-2018
Paid,658.02,16.02%,10+ years,Debt consolidation,0,222.5,Rehabilitation Specialist,5,0,4,87,4,75000,170xx,PA,31.37,126,1123,5,1,31.7,261,Mar-1996,Dec-2017
Paid,817.93,9.44%,1 year,Debt consolidation,0,293.69,Personal banker,15,0,4,NA,10,110000,980xx,WA,3.26,65,0,1,0,5.6,78,Jun-2011,Feb-2018
Paid,352.06,7.35%,2 years,Credit card refinancing,0,102.9,maintenance technician,15,0,1,22,6,80000,606xx,IL,8.72,26,0,0,0,30.7,187,May-2002,Feb-2018
Paid,812.78,11.99%,NA,Debt consolidation,0,233.14,NA,5,0,8,NA,15,28000,850xx,AZ,4.41,NA,0,0,1,6.9,342,Jun-1989,Dec-2017
Paid,66.54,9.93%,3 years,Other,0,16.22,Stylist,6,0,1,104,5,25000,142xx,NY,5.62,74,0,1,0,7.3,77,Jul-2011,Feb-2018
Paid,587.83,5.32%,10+ years,Debt consolidation,0,73.05,Bookbinder,NA,0,3,44,14,50000,972xx,OR,12.27,133,0,1,4,9,193,Nov-2001,Feb-2018
Paid,95.05,9.93%,< 1 year,Other,0,23.16,RN,5,1,0,82,2,60000,807xx,CO,22.32,154,65,5,1,90.3,158,Oct-2004,Feb-2018
Paid,380.2,9.93%,< 1 year,Credit card refinancing,0,92.68,Sly cap,16,0,2,NA,7,65000,334xx,FL,12.67,84,0,0,0,54.3,59,Jan-1994,Dec-2017
Paid,357.83,5.32%,1 year,Credit card refinancing,0,49.65,Registered Nurse,1,0,2,94,10,85000,604xx,IL,13.88,130,0,1,0,28.2,136,Aug-2006,Feb-2018
Paid,459.61,15.05%,4 years,Business,1,234.11,senior web programmer,5,0,5,89,6,88000,300xx,GA,11.75,41,0,2,1,32.6,253,Nov-1996,Feb-2018
Paid,158.42,9.93%,10+ years,Credit card refinancing,0,38.62,Global Asset Director,11,0,1,73,10,132000,773xx,TX,25.15,150,0,1,3,94,224,Apr-1999,Feb-2018
Paid,753.02,6.08%,10+ years,Credit card refinancing,0,118.23,Director,4,0,1,54,14,96000,913xx,CA,16.99,82,0,2,0,19.6,143,Jan-2006,Feb-2018
Paid,476.09,13.59%,1 year,Debt consolidation,0,56.02,Scheduling Coordinatior,NA,0,3,122,6,36000,805xx,CO,12.39,111,0,0,0,56.9,54,Sep-2008,Feb-2018
Paid,306.3,7.35%,2 years,Credit card refinancing,0,57.17,Manager,6,0,3,51,8,75000,191xx,PA,10.86,171,0,0,4,54,278,Oct-1994,Feb-2018
Paid,554.94,7.97%,10+ years,Debt consolidation,1,173.57,Chief of Training,10,0,7,98,8,166211,763xx,TX,19.77,186,0,1,2,69,350,Oct-1988,Feb-2018
Paid,601.21,6.08%,10+ years,Other,0,47.29,Human Resources Specialist,14,0,2,55,6,107000,254xx,WV,6.34,35,0,0,0,11.2,161,Jun-2002,Feb-2018
Paid,286.27,5.32%,10+ years,Credit card refinancing,0,39.72,Materials Mgr,4,0,4,94,4,85000,015xx,MA,7.85,152,0,1,0,19.3,20,Apr-2005,Feb-2018
Paid,269.98,15.05%,10+ years,Other,0,93.64,Operations Supervisor,10,0,5,72,4,50000,431xx,OH,16.68,98,0,0,0,18.6,29,Oct-2009,Dec-2017
Paid,238.01,9.93%,5 years,Debt consolidation,0,82.75,Lead technician,23,0,1,72,2,43000,921xx,CA,16.47,17,0,1,0,10.4,93,Mar-2010,Dec-2017
Paid,881.61,9.93%,4 years,Credit card refinancing,0,364.1,Investment trader,1,0,1,83,12,281000,801xx,CO,12.87,154,0,2,7,25.9,165,Mar-2004,Feb-2018
Paid,393.73,12.62%,10+ years,Credit card refinancing,0,117.79,Associate Consultant,9,0,2,80,7,77800,600xx,IL,12.49,13,0,1,1,36.5,89,Jul-2010,Feb-2018
Paid,390.77,18.06%,< 1 year,Business,0,224.75,Assistant Director,5,0,4,94,13,130000,773xx,TX,14.84,213,1206,3,1,58.4,144,Mar-2000,Feb-2018
Paid,647.21,11.99%,8 years,Debt consolidation,0,279.77,system analyst,11,0,0,21,7,100000,483xx,MI,10.5,87,0,1,0,61.2,110,Oct-2008,Feb-2018
Paid,229.63,10.42%,10+ years,Debt consolidation,0,89.15,Superintendent,2,0,4,96,7,53000,990xx,WA,13.7,5,0,1,0,13,178,Feb-2003,Feb-2018
Paid,261.16,21.45%,1 year,Debt consolidation,1,166.83,City Carrier,4,0,7,94,13,43000,633xx,MO,24.98,35,0,3,1,33.5,71,Jan-2012,Feb-2018
Paid,217.95,6.72%,4 years,Debt consolidation,0,37.63,Sr. Financial Analyst,15,0,2,49,6,92000,910xx,CA,8.86,123,0,0,0,23.5,108,Sep-2007,Feb-2018
Paid,596.39,5.32%,5 years,Debt consolidation,0,82.76,Project manager,10,0,1,64,14,100000,349xx,FL,15.67,147,0,2,4,32.9,203,Jan-2001,Feb-2018
Paid,354.35,6.08%,10+ years,Credit card refinancing,1,48.88,Legal Assistant,3,0,2,66,4,65000,061xx,CT,8.97,138,0,0,0,11.3,148,Aug-2005,Feb-2018
Paid,1063.16,6.72%,10+ years,Debt consolidation,0,182.93,Staff Non Comissioned Officer,7,0,0,NA,3,63000,285xx,NC,6.32,122,0,0,5,83,161,Jul-2004,Feb-2018
Paid,164.05,12.62%,10+ years,Debt consolidation,1,49.07,Partner,1,1,0,62,6,66000,331xx,FL,11.76,67,0,0,1,69.5,150,Jun-2005,Feb-2018
Paid,31.49,9.44%,10+ years,Home improvement,0,7.35,shift supervisor IV,5,0,2,80,7,80000,968xx,HI,9.93,13,0,2,1,68.8,376,Aug-1986,Feb-2018
Paid,548.43,21.45%,3 years,Debt consolidation,0,350.36,Chief of Operations,10,0,5,57,3,104000,206xx,MD,24.47,173,0,1,7,56.9,177,Mar-2003,Feb-2018
Paid,279.77,19.03%,5 years,Credit card refinancing,0,158.58,Home Health Aide,1,0,0,NA,7,53000,104xx,NY,4.91,NA,0,0,0,43.2,56,Apr-2013,Feb-2018
Paid,113.91,11.99%,10+ years,Vacation,0,32.64,Carrier,4,1,6,72,3,92000,617xx,IL,18.96,123,265,3,7,84.3,120,Sep-2007,Feb-2018
Paid,101.56,15.05%,10+ years,Medical expenses,0,35.12,Regional Vice President,5,0,0,95,7,350000,913xx,CA,6.46,125,0,2,0,91.6,201,Mar-2001,Feb-2018
Paid,602.41,6.08%,4 years,Credit card refinancing,0,94.57,Architect,4,0,3,NA,6,250000,799xx,TX,4.16,NA,0,0,0,55.1,46,Feb-2014,Feb-2018
Paid,958.06,17.09%,4 years,Debt consolidation,0,531.69,computer programmer,3,0,2,81,5,72500,672xx,KS,23.8,160,0,3,0,49.7,112,Aug-2004,Feb-2018
Paid,530.76,13.59%,3 years,Business,1,169.12,PRESIDENT,5,0,4,69,14,90000,114xx,NY,16.99,57,0,1,0,67.6,214,Feb-2000,Feb-2018
Paid,134.78,10.91%,7 years,Debt consolidation,0,35.63,Material handler,7,0,7,87,4,52000,492xx,MI,13.04,80,466,2,0,34.8,56,Apr-2011,Feb-2018
Paid,648.48,7.97%,10+ years,Credit card refinancing,0,130.18,Accounts Payable,0,0,2,52,8,51000,430xx,OH,33.28,118,0,3,4,16.8,431,Jan-1982,Feb-2018
Paid,262.72,11.99%,2 years,Home improvement,0,46.4,Recovery Advocate,0,0,4,NA,1,40000,787xx,TX,2.31,NA,0,0,0,67.6,8,Dec-1999,Feb-2018
Paid,548.19,7.97%,10+ years,Credit card refinancing,0,102.43,Construction supervisor,6,1,3,86,16,98500,298xx,SC,23.33,54,0,2,0,32.7,154,Feb-2005,Feb-2018
Paid,334.01,10.42%,7 years,Credit card refinancing,0,129.67,Assistant Professor,17,0,1,79,6,38000,409xx,KY,27.76,178,96,0,0,66.8,272,Apr-1995,Feb-2018
Paid,166.12,13.59%,NA,Other,0,52.84,NA,16,0,0,99,10,40000,972xx,OR,32.47,137,0,1,0,74.7,330,Jan-1984,Feb-2018
Paid,149.62,14.08%,2 years,Debt consolidation,0,49.28,Stylist,16,0,3,100,2,30000,109xx,NY,13.36,61,0,1,2,90.9,44,Nov-2012,Feb-2018
Paid,178.92,5.32%,10+ years,Debt consolidation,0,24.83,Resp Therapist,NA,0,3,77,11,45000,571xx,SD,12.64,193,0,0,1,14.4,332,Apr-1990,Dec-2017
Paid,1048.04,12.62%,10+ years,Home improvement,0,443.79,VPN of operations,20,0,4,67,3,165000,328xx,FL,15.93,139,234,2,0,91.2,100,May-2006,Feb-2018
Paid,584.19,16.02%,1 year,Credit card refinancing,0,342.65,Central Registrar,3,0,2,NA,4,30000,986xx,WA,34.52,143,0,1,2,91.7,130,Jan-2006,Dec-2017
Paid,162.72,11.99%,10+ years,Debt consolidation,0,46.63,Dock Worker,10,0,3,79,5,58000,146xx,NY,9.91,52,268,1,0,22.2,43,Aug-1999,Feb-2018
Paid,225.43,7.97%,3 years,Credit card refinancing,0,45.25,Banker,11,0,2,62,4,37000,631xx,MO,18.75,45,0,1,1,14.6,54,Jun-2013,Feb-2018
Paid,314.81,9.44%,10+ years,Vacation,0,73.43,Customer service,3,0,2,NA,13,35000,940xx,CA,33,136,0,0,2,30.2,319,May-1991,Feb-2018
